trn_no,acc_no,cus_no,brn_cd,trn_type,trn_dt,trn_time,amt,trn_desc,chn,gndr,age,trn_datetime
2576213155319455864,302075399531,6998723387.0,339201,DEBIT,2023-06-05 00:00:00+00:00,09:41:51,50.0,FUND TRANSFER,IB,FEMALE,50.0,2023-06-05 09:41:51
8540032787821049880,893984870415,3919077928.0,678972,DEBIT,2023-06-05 00:00:00+00:00,09:43:39,200.0,PAYMENT,MEPS,MALE,53.0,2023-06-05 09:43:39
7306693217026454917,893984870415,3919077928.0,678972,DEBIT,2023-06-05 00:00:00+00:00,09:47:25,110.94,PAYMENT,MEPS,MALE,53.0,2023-06-05 09:47:25
54451044119870588399,975681872782,8377869784.0,396509,CREDIT,2023-06-05 00:00:00+00:00,09:52:51,2080.0,CDEP,BRNCH / ATM,MALE,53.0,2023-06-05 09:52:51
23446262957818138957,268674498118,4732103968.0,631233,DEBIT,2023-06-05 00:00:00+00:00,09:58:59,27.5,SALE DEBIT,POS,FEMALE,46.0,2023-06-05 09:58:59
4489984929861516233,975681872782,8377869784.0,449836,DEBIT,2023-06-05 00:00:00+00:00,09:59:00,300.0,FUND TRANSFER,IB,MALE,53.0,2023-06-05 09:59:00
99352370605884900447,268674498118,4732103968.0,449836,CREDIT,2023-06-05 00:00:00+00:00,10:13:21,5287.0,FUND TRANSFER,IB,FEMALE,46.0,2023-06-05 10:13:21
37311836093100525986,591854648200,4345538790.0,339201,DEBIT,2023-06-05 00:00:00+00:00,10:15:46,16.0,FUND TRANSFER,IB,MALE,53.0,2023-06-05 10:15:46
19985039253688545597,840526620294,2734670470.0,449836,DEBIT,2023-06-05 00:00:00+00:00,10:30:17,177.0,FUND TRANSFER,IB,FEMALE,25.0,2023-06-05 10:30:17
56100840036939945050,350294564861,1502753028.0,449836,DEBIT,2023-06-05 00:00:00+00:00,10:44:40,200.0,FUND TRANSFER,IB,MALE,54.0,2023-06-05 10:44:40
78325280676505249563,386386132868,5128848091.0,449836,DEBIT,2023-06-05 00:00:00+00:00,11:02:50,5000.0,FUND TRANSFER,IB,MALE,69.0,2023-06-05 11:02:50
26320460462340192193,840526620294,2734670470.0,449836,DEBIT,2023-06-05 00:00:00+00:00,11:03:56,500.0,FUND TRANSFER,IB,FEMALE,25.0,2023-06-05 11:03:56
89580513043614265029,386386132868,5128848091.0,449836,DEBIT,2023-06-05 00:00:00+00:00,11:05:31,500.0,FUND TRANSFER,IB,MALE,69.0,2023-06-05 11:05:31
53540186149853564890,449213583433,4825468780.0,339201,DEBIT,2023-06-05 00:00:00+00:00,11:06:07,95.8,FUND TRANSFER,IB,MALE,51.0,2023-06-05 11:06:07
16666034074116438057,386386132868,5128848091.0,449836,DEBIT,2023-06-05 00:00:00+00:00,11:07:06,500.0,FUND TRANSFER,IB,MALE,69.0,2023-06-05 11:07:06
880018436138015351,584302038586,5570333082.0,728812,DEBIT,2023-06-05 00:00:00+00:00,11:15:30,192.9,PAYMENT,FPX,MALE,45.0,2023-06-05 11:15:30
84671934321350123259,623177710549,7832073932.0,631233,DEBIT,2023-06-05 00:00:00+00:00,11:29:17,59.6,SALE DEBIT,POS,MALE,39.0,2023-06-05 11:29:17
98148623184300652432,455197916236,7010923933.0,449836,DEBIT,2023-06-05 00:00:00+00:00,11:39:31,200.0,FUND TRANSFER,IB,FEMALE,48.0,2023-06-05 11:39:31
28649597344288409515,321747212252,2967400153.0,339201,DEBIT,2023-06-05 00:00:00+00:00,11:45:45,2950.0,FUND TRANSFER,IB,MALE,60.0,2023-06-05 11:45:45
29218050119904813735,321747212252,2967400153.0,449836,DEBIT,2023-06-05 00:00:00+00:00,11:50:31,1470.72,PAYMENT,IB,MALE,60.0,2023-06-05 11:50:31
97597843746296102887,546573630371,2711720727.0,339201,DEBIT,2023-06-05 00:00:00+00:00,11:50:54,455.0,FUND TRANSFER,IB,FEMALE,60.0,2023-06-05 11:50:54
24231236842565653006,584302038586,5570333082.0,449836,DEBIT,2023-06-05 00:00:00+00:00,12:17:35,170.0,FUND TRANSFER,IB,MALE,45.0,2023-06-05 12:17:35
42955761173023698888,119414046114,3481072690.0,449836,CREDIT,2023-06-05 00:00:00+00:00,12:17:39,230.0,FUND TRANSFER,IB,MALE,46.0,2023-06-05 12:17:39
55453667689237272782,568575048767,5580577262.0,449836,CREDIT,2023-06-05 00:00:00+00:00,12:24:48,405.0,FUND TRANSFER,IB,FEMALE,65.0,2023-06-05 12:24:48
60907450131292260062,513072841203,5591584008.0,449836,DEBIT,2023-06-05 00:00:00+00:00,12:46:22,800.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 12:46:22
20609904096651567072,513072841203,5591584008.0,339201,DEBIT,2023-06-05 00:00:00+00:00,12:50:35,830.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 12:50:35
23309711003998605126,513072841203,5591584008.0,449836,DEBIT,2023-06-05 00:00:00+00:00,12:57:44,384.0,PAYMENT,IB,MALE,48.0,2023-06-05 12:57:44
2118097693896398840,453766225562,7550198501.0,449836,DEBIT,2023-06-05 00:00:00+00:00,12:59:36,200.0,FUND TRANSFER,IB,MALE,54.0,2023-06-05 12:59:36
45218730636728487870,513072841203,5591584008.0,449836,CREDIT,2023-06-05 00:00:00+00:00,13:01:37,320.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 13:01:37
46733884382139974800,455197916236,7010923933.0,631233,DEBIT,2023-06-05 00:00:00+00:00,13:03:53,18.64,SALE DEBIT,POS,FEMALE,48.0,2023-06-05 13:03:53
59692499342419915145,513072841203,5591584008.0,728812,DEBIT,2023-06-05 00:00:00+00:00,13:07:17,30.5,PAYMENT,FPX,MALE,48.0,2023-06-05 13:07:17
59848300031417049161,513072841203,5591584008.0,339201,DEBIT,2023-06-05 00:00:00+00:00,13:10:01,96.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 13:10:01
6136602501682098881,513072841203,5591584008.0,449836,DEBIT,2023-06-05 00:00:00+00:00,13:12:32,134.0,PAYMENT,IB,MALE,48.0,2023-06-05 13:12:32
30134091541182852384,513072841203,5591584008.0,449836,DEBIT,2023-06-05 00:00:00+00:00,13:13:04,45.0,PAYMENT,IB,MALE,48.0,2023-06-05 13:13:04
62313810177108032175,284349271485,2652412836.0,449836,DEBIT,2023-06-05 00:00:00+00:00,13:14:11,11.5,FUND TRANSFER,IB,MALE,52.0,2023-06-05 13:14:11
80834115975894348973,709400571680,4071104958.0,339201,DEBIT,2023-06-05 00:00:00+00:00,13:19:09,2000.0,FUND TRANSFER,IB,MALE,58.0,2023-06-05 13:19:09
41569212045934070208,709400571680,4071104958.0,339201,DEBIT,2023-06-05 00:00:00+00:00,13:20:22,1200.0,FUND TRANSFER,IB,MALE,58.0,2023-06-05 13:20:22
70924971039039562498,709400571680,4071104958.0,339201,DEBIT,2023-06-05 00:00:00+00:00,13:21:26,1800.0,FUND TRANSFER,IB,MALE,58.0,2023-06-05 13:21:26
1380439758790465825,709400571680,4071104958.0,449836,DEBIT,2023-06-05 00:00:00+00:00,13:21:59,1000.0,FUND TRANSFER,IB,MALE,58.0,2023-06-05 13:21:59
36645105001118692275,709400571680,4071104958.0,449836,DEBIT,2023-06-05 00:00:00+00:00,13:22:48,650.0,FUND TRANSFER,IB,MALE,58.0,2023-06-05 13:22:48
3895069557040840819,546573630371,2711720727.0,449836,CREDIT,2023-06-05 00:00:00+00:00,13:36:08,230.0,FUND TRANSFER,IB,FEMALE,60.0,2023-06-05 13:36:08
86289555267383111939,584302038586,5570333082.0,678972,DEBIT,2023-06-05 00:00:00+00:00,13:36:35,70.1,PAYMENT,MEPS,MALE,45.0,2023-06-05 13:36:35
70856835301164258862,841248765885,1614989927.0,339201,DEBIT,2023-06-05 00:00:00+00:00,13:43:28,2400.0,FUND TRANSFER,IB,MALE,45.0,2023-06-05 13:43:28
9955818924564214208,975681872782,8377869784.0,631233,DEBIT,2023-06-05 00:00:00+00:00,13:48:00,41.8,SALE DEBIT,POS,MALE,53.0,2023-06-05 13:48:00
89105990145651077215,841248765885,1614989927.0,339201,DEBIT,2023-06-05 00:00:00+00:00,13:52:39,13.5,FUND TRANSFER,IB,MALE,45.0,2023-06-05 13:52:39
48534088885269061523,673125233646,2631583662.0,678972,DEBIT,2023-06-05 00:00:00+00:00,13:54:48,156.85,PAYMENT,MEPS,MALE,63.0,2023-06-05 13:54:48
51558780711963902394,591854648200,4345538790.0,339201,DEBIT,2023-06-05 00:00:00+00:00,13:55:59,720.0,FUND TRANSFER,IB,MALE,53.0,2023-06-05 13:55:59
94770780983173345519,975681872782,8377869784.0,631233,DEBIT,2023-06-05 00:00:00+00:00,14:19:30,158.0,SALE DEBIT,POS,MALE,53.0,2023-06-05 14:19:30
43272797956986922505,513072841203,5591584008.0,678972,DEBIT,2023-06-05 00:00:00+00:00,14:26:16,365.0,PAYMENT,MEPS,MALE,48.0,2023-06-05 14:26:16
87726530348520047625,616253286038,1247511662.0,449836,DEBIT,2023-06-05 00:00:00+00:00,14:36:19,715.0,FUND TRANSFER,IB,FEMALE,62.0,2023-06-05 14:36:19
42937108268320667249,568575048767,5580577262.0,449836,CREDIT,2023-06-05 00:00:00+00:00,14:36:20,430.0,FUND TRANSFER,IB,FEMALE,65.0,2023-06-05 14:36:20
56757165094430554499,616253286038,1247511662.0,449836,DEBIT,2023-06-05 00:00:00+00:00,14:50:08,1130.0,FUND TRANSFER,IB,FEMALE,62.0,2023-06-05 14:50:08
71797822794615518412,623177710549,7832073932.0,678972,DEBIT,2023-06-05 00:00:00+00:00,14:55:18,162.4,PAYMENT,MEPS,MALE,39.0,2023-06-05 14:55:18
80391174648084092913,975681872782,8377869784.0,449836,DEBIT,2023-06-05 00:00:00+00:00,14:57:17,162.5,FUND TRANSFER,IB,MALE,53.0,2023-06-05 14:57:17
36587407525289577834,513072841203,5591584008.0,449836,CREDIT,2023-06-05 00:00:00+00:00,15:10:07,60.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 15:10:07
44050965736965826733,546573630371,2711720727.0,449836,DEBIT,2023-06-05 00:00:00+00:00,15:12:19,20.0,FUND TRANSFER,IB,FEMALE,60.0,2023-06-05 15:12:19
60906067576591447493,616253286038,1247511662.0,449836,DEBIT,2023-06-05 00:00:00+00:00,15:20:20,400.0,FUND TRANSFER,IB,FEMALE,62.0,2023-06-05 15:20:20
30110090081955351340,623177710549,7832073932.0,631233,DEBIT,2023-06-05 00:00:00+00:00,15:35:07,329.8,SALE DEBIT,POS,MALE,39.0,2023-06-05 15:35:07
35788004502746445015,260774977738,8381517036.0,449836,DEBIT,2023-06-05 00:00:00+00:00,15:50:21,200.0,FUND TRANSFER,IB,MALE,59.0,2023-06-05 15:50:21
19499047805566575,260774977738,8381517036.0,728812,DEBIT,2023-06-05 00:00:00+00:00,15:53:53,100.0,PAYMENT,FPX,MALE,59.0,2023-06-05 15:53:53
96558029268898033627,529288723961,6938209173.0,728812,DEBIT,2023-06-05 00:00:00+00:00,15:59:20,50.0,PAYMENT,FPX,MALE,49.0,2023-06-05 15:59:20
91358398247265174186,292536761290,8438416622.0,449836,DEBIT,2023-06-05 00:00:00+00:00,15:59:46,5000.0,PAYMENT,IB,MALE,51.0,2023-06-05 15:59:46
38239838715954577184,545603642451,1569132284.0,339201,CREDIT,2023-06-05 00:00:00+00:00,16:15:51,120.0,FUND TRANSFER,IB,MALE,36.0,2023-06-05 16:15:51
67763175073908794410,529288723961,6938209173.0,728812,DEBIT,2023-06-05 00:00:00+00:00,16:22:30,34.0,PAYMENT,FPX,MALE,49.0,2023-06-05 16:22:30
30569063032884828153,529288723961,6938209173.0,291393,DEBIT,2023-06-05 00:00:00+00:00,16:29:13,42.0,SALE DEBIT,POS,MALE,49.0,2023-06-05 16:29:13
88175882383934360599,119414046114,3481072690.0,449836,CREDIT,2023-06-05 00:00:00+00:00,16:39:24,200.0,FUND TRANSFER,IB,MALE,46.0,2023-06-05 16:39:24
52429142626665628898,302075399531,6998723387.0,631233,DEBIT,2023-06-05 00:00:00+00:00,16:43:54,65.6,SALE DEBIT,POS,FEMALE,50.0,2023-06-05 16:43:54
69223199793248508794,268674498118,4732103968.0,631233,DEBIT,2023-06-05 00:00:00+00:00,16:52:28,199.65,SALE DEBIT,POS,FEMALE,46.0,2023-06-05 16:52:28
78391060061391876577,529288723961,6938209173.0,291393,DEBIT,2023-06-05 00:00:00+00:00,16:53:38,20.0,SALE DEBIT,POS,MALE,49.0,2023-06-05 16:53:38
16608825845655492445,268674498118,4732103968.0,631233,DEBIT,2023-06-05 00:00:00+00:00,17:07:53,110.0,SALE DEBIT,POS,FEMALE,46.0,2023-06-05 17:07:53
64146452335401753301,513072841203,5591584008.0,449836,CREDIT,2023-06-05 00:00:00+00:00,17:07:54,154.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 17:07:54
11701275417244602945,914774406858,8495957670.0,678972,DEBIT,2023-06-05 00:00:00+00:00,17:44:21,101.7,PAYMENT,MEPS,MALE,63.0,2023-06-05 17:44:21
70604338833695870650,823446475077,2681440854.0,449836,DEBIT,2023-06-05 00:00:00+00:00,17:45:35,55.0,FUND TRANSFER,IB,FEMALE,50.0,2023-06-05 17:45:35
56032479568993881454,695805725787,4113495417.0,728812,DEBIT,2023-06-05 00:00:00+00:00,18:00:54,20.0,PAYMENT,FPX,MALE,43.0,2023-06-05 18:00:54
16014793522710997337,522778700730,1834078429.0,678972,DEBIT,2023-06-05 00:00:00+00:00,18:11:47,55.0,PAYMENT,MEPS,MALE,52.0,2023-06-05 18:11:47
47750551011352403536,989491322260,4615606795.0,631233,DEBIT,2023-06-05 00:00:00+00:00,18:13:27,69.04,SALE DEBIT,POS,MALE,65.0,2023-06-05 18:13:27
5648184197283251454,673125233646,2631583662.0,339201,CREDIT,2023-06-05 00:00:00+00:00,18:23:14,153.6,FUND TRANSFER,IB,MALE,63.0,2023-06-05 18:23:14
15711528132071526298,434652538750,9682861216.0,339201,CREDIT,2023-06-05 00:00:00+00:00,18:23:37,1200.0,FUND TRANSFER,IB,FEMALE,58.0,2023-06-05 18:23:37
9136122251128383831,116582005497,9357122846.0,449836,DEBIT,2023-06-05 00:00:00+00:00,18:29:45,48.0,FUND TRANSFER,IB,MALE,57.0,2023-06-05 18:29:45
50824236585424097322,989491322260,4615606795.0,678972,DEBIT,2023-06-05 00:00:00+00:00,18:33:28,50.9,PAYMENT,MEPS,MALE,65.0,2023-06-05 18:33:28
54503038772816631236,841248765885,1614989927.0,339201,CREDIT,2023-06-05 00:00:00+00:00,18:39:20,950.0,FUND TRANSFER,IB,MALE,45.0,2023-06-05 18:39:20
25514889749556163777,178018689070,3194353352.0,339201,CREDIT,2023-06-05 00:00:00+00:00,18:42:18,400.0,FUND TRANSFER,IB,FEMALE,49.0,2023-06-05 18:42:18
22783418837368640835,584302038586,5570333082.0,728812,DEBIT,2023-06-05 00:00:00+00:00,18:42:29,36.7,PAYMENT,FPX,MALE,45.0,2023-06-05 18:42:29
8677465303916305344,616253286038,1247511662.0,449836,DEBIT,2023-06-05 00:00:00+00:00,18:48:33,20.0,PAYMENT,IB,FEMALE,62.0,2023-06-05 18:48:33
5259568915388564221,771749419019,1027661837.0,339201,DEBIT,2023-06-05 00:00:00+00:00,18:57:48,135.0,FUND TRANSFER,IB,FEMALE,68.0,2023-06-05 18:57:48
43132582019200782997,513072841203,5591584008.0,678972,DEBIT,2023-06-05 00:00:00+00:00,18:58:07,70.0,PAYMENT,MEPS,MALE,48.0,2023-06-05 18:58:07
48154489302717630468,513072841203,5591584008.0,678972,DEBIT,2023-06-05 00:00:00+00:00,19:01:42,70.0,PAYMENT,MEPS,MALE,48.0,2023-06-05 19:01:42
24681706016198261148,388131142448,2071307162.0,339201,CREDIT,2023-06-05 00:00:00+00:00,19:14:45,850.0,FUND TRANSFER,IB,FEMALE,47.0,2023-06-05 19:14:45
91419511829826806035,709400571680,4071104958.0,678972,DEBIT,2023-06-05 00:00:00+00:00,19:19:33,206.9,PAYMENT,MEPS,MALE,58.0,2023-06-05 19:19:33
82919892068152566503,284349271485,2652412836.0,449836,DEBIT,2023-06-05 00:00:00+00:00,19:20:33,35.0,FUND TRANSFER,IB,MALE,52.0,2023-06-05 19:20:33
34857204669924756342,674551793347,2435083796.0,339201,DEBIT,2023-06-05 00:00:00+00:00,19:22:40,49.0,FUND TRANSFER,IB,MALE,73.0,2023-06-05 19:22:40
20462679417592216100,942108413560,8726143159.0,678972,DEBIT,2023-06-05 00:00:00+00:00,19:25:00,37.9,PAYMENT,MEPS,FEMALE,50.0,2023-06-05 19:25:00
24865828478025307840,942108413560,8726143159.0,678972,DEBIT,2023-06-05 00:00:00+00:00,19:37:51,139.0,PAYMENT,MEPS,FEMALE,50.0,2023-06-05 19:37:51
6409215514557424527,767702055556,7237011585.0,449836,DEBIT,2023-06-05 00:00:00+00:00,19:39:04,200.0,PAYMENT,IB,FEMALE,50.0,2023-06-05 19:39:04
57219616463780112877,302075399531,6998723387.0,631233,DEBIT,2023-06-05 00:00:00+00:00,19:54:11,61.5,SALE DEBIT,POS,FEMALE,50.0,2023-06-05 19:54:11
55091222159395704917,655843483502,6112826041.0,678972,DEBIT,2023-06-05 00:00:00+00:00,19:54:32,16.6,PAYMENT,MEPS,MALE,62.0,2023-06-05 19:54:32
80831649741166713857,942108413560,8726143159.0,631233,DEBIT,2023-06-05 00:00:00+00:00,19:57:00,45.9,SALE DEBIT,POS,FEMALE,50.0,2023-06-05 19:57:00
6326186689679367851,522778700730,1834078429.0,339201,DEBIT,2023-06-05 00:00:00+00:00,20:00:21,22.29,FUND TRANSFER,IB,MALE,52.0,2023-06-05 20:00:21
64751376842649701549,268624875891,4360370438.0,449836,DEBIT,2023-06-05 00:00:00+00:00,20:06:23,44.0,PAYMENT,IB,MALE,59.0,2023-06-05 20:06:23
28013526441282029320,713257450196,9795744721.0,449836,DEBIT,2023-06-05 00:00:00+00:00,20:08:14,2500.0,FUND TRANSFER,IB,MALE,67.0,2023-06-05 20:08:14
47468930532569503827,715449380839,5966480471.0,449836,DEBIT,2023-06-05 00:00:00+00:00,20:19:53,1000.0,FUND TRANSFER,IB,MALE,64.0,2023-06-05 20:19:53
47229605102220780125,507659392231,2349245979.0,449836,DEBIT,2023-06-05 00:00:00+00:00,20:29:21,350.0,FUND TRANSFER,IB,MALE,58.0,2023-06-05 20:29:21
9438161622422251465,513072841203,5591584008.0,449836,CREDIT,2023-06-05 00:00:00+00:00,20:30:34,60.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 20:30:34
98160261478139210910,845059346432,7650679788.0,449836,DEBIT,2023-06-05 00:00:00+00:00,20:38:22,1000.0,FUND TRANSFER,IB,MALE,57.0,2023-06-05 20:38:22
9581156365414992372,302075399531,6998723387.0,396509,CREDIT,2023-06-05 00:00:00+00:00,20:49:29,1050.0,CDEP,BRNCH / ATM,FEMALE,50.0,2023-06-05 20:49:29
92947767866842676681,193345169178,7513227576.0,678972,DEBIT,2023-06-05 00:00:00+00:00,21:19:02,473.0,PAYMENT,MEPS,MALE,36.0,2023-06-05 21:19:02
37030555748897042697,545603642451,1569132284.0,449836,DEBIT,2023-06-05 00:00:00+00:00,21:21:09,32.0,FUND TRANSFER,IB,MALE,36.0,2023-06-05 21:21:09
32147466933610992570,673125233646,2631583662.0,449836,DEBIT,2023-06-05 00:00:00+00:00,21:40:56,370.0,FUND TRANSFER,IB,MALE,63.0,2023-06-05 21:40:56
8061856412414325096,888242950686,6202872613.0,449836,DEBIT,2023-06-05 00:00:00+00:00,21:55:55,250.0,FUND TRANSFER,IB,MALE,57.0,2023-06-05 21:55:55
88985519673022452755,888242950686,6202872613.0,449836,DEBIT,2023-06-05 00:00:00+00:00,22:01:27,125.1,PAYMENT,IB,MALE,57.0,2023-06-05 22:01:27
85288246617795531035,302075399531,6998723387.0,339201,DEBIT,2023-06-05 00:00:00+00:00,22:04:33,2000.0,FUND TRANSFER,IB,FEMALE,50.0,2023-06-05 22:04:33
65494332947892022875,513072841203,5591584008.0,339201,CREDIT,2023-06-05 00:00:00+00:00,22:33:58,70.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 22:33:58
43716903059395622482,616253286038,1247511662.0,449836,CREDIT,2023-06-05 00:00:00+00:00,22:35:22,1100.0,FUND TRANSFER,IB,FEMALE,62.0,2023-06-05 22:35:22
28806635935411671293,513072841203,5591584008.0,449836,CREDIT,2023-06-05 00:00:00+00:00,22:48:37,140.0,FUND TRANSFER,IB,MALE,48.0,2023-06-05 22:48:37
81052270089171176412,446988148065,7080106838.0,449836,CREDIT,2023-06-06 00:00:00+00:00,03:35:35,5000.0,FUND TRANSFER,IB,MALE,45.0,2023-06-06 03:35:35
89530485238956053241,816058604656,7266623245.0,449836,DEBIT,2023-06-06 00:00:00+00:00,06:17:04,10.0,FUND TRANSFER,IB,MALE,54.0,2023-06-06 06:17:04
26917466346576528566,260774977738,8381517036.0,449836,DEBIT,2023-06-06 00:00:00+00:00,06:29:07,150.0,FUND TRANSFER,IB,MALE,59.0,2023-06-06 06:29:07
66044421413050642699,455197916236,7010923933.0,631233,DEBIT,2023-06-06 00:00:00+00:00,06:35:46,206.0,SALE DEBIT,POS,FEMALE,48.0,2023-06-06 06:35:46
93801667854232089672,284349271485,2652412836.0,449836,DEBIT,2023-06-06 00:00:00+00:00,07:00:31,750.0,FUND TRANSFER,IB,MALE,52.0,2023-06-06 07:00:31
82895112986642060300,284349271485,2652412836.0,449836,DEBIT,2023-06-06 00:00:00+00:00,07:01:21,2100.0,PAYMENT,IB,MALE,52.0,2023-06-06 07:01:21
5648495862796683037,178018689070,3194353352.0,339201,CREDIT,2023-06-06 00:00:00+00:00,07:14:20,150.0,FUND TRANSFER,IB,FEMALE,49.0,2023-06-06 07:14:20
94691340694502187360,209196571499,8470047487.0,339201,DEBIT,2023-06-06 00:00:00+00:00,07:21:58,1800.0,FUND TRANSFER,IB,MALE,54.0,2023-06-06 07:21:58
33299649717543210625,209196571499,8470047487.0,339201,DEBIT,2023-06-06 00:00:00+00:00,07:25:55,3500.0,FUND TRANSFER,IB,MALE,54.0,2023-06-06 07:25:55
8354568166121390510,975681872782,8377869784.0,449836,CREDIT,2023-06-06 00:00:00+00:00,07:25:59,1000.0,FUND TRANSFER,IB,MALE,53.0,2023-06-06 07:25:59
10635346169986072483,975681872782,8377869784.0,449836,DEBIT,2023-06-06 00:00:00+00:00,07:28:51,1200.0,FUND TRANSFER,IB,MALE,53.0,2023-06-06 07:28:51
21161384115810790782,529288723961,6938209173.0,291393,DEBIT,2023-06-06 00:00:00+00:00,07:38:45,50.0,SALE DEBIT,POS,MALE,49.0,2023-06-06 07:38:45
21560857771839912779,507659392231,2349245979.0,339201,DEBIT,2023-06-06 00:00:00+00:00,07:49:23,1582.0,FUND TRANSFER,IB,MALE,58.0,2023-06-06 07:49:23
2595867133605140678,507659392231,2349245979.0,339201,DEBIT,2023-06-06 00:00:00+00:00,07:50:23,862.0,FUND TRANSFER,IB,MALE,58.0,2023-06-06 07:50:23
23138597367205295719,455197916236,7010923933.0,631233,DEBIT,2023-06-06 00:00:00+00:00,07:59:06,50.0,SALE DEBIT,POS,FEMALE,48.0,2023-06-06 07:59:06
18753331243276382768,193345169178,7513227576.0,339201,DEBIT,2023-06-06 00:00:00+00:00,08:14:45,400.0,FUND TRANSFER,IB,MALE,36.0,2023-06-06 08:14:45
58448146676877571572,715449380839,5966480471.0,631233,DEBIT,2023-06-06 00:00:00+00:00,08:31:58,6.3,SALE DEBIT,POS,MALE,64.0,2023-06-06 08:31:58
63857033153360475853,545603642451,1569132284.0,449836,CREDIT,2023-06-06 00:00:00+00:00,08:32:47,5000.0,FUND TRANSFER,IB,MALE,36.0,2023-06-06 08:32:47
80381234793003857628,847156074323,7223055588.0,449836,DEBIT,2023-06-06 00:00:00+00:00,08:36:17,1500.0,FUND TRANSFER,IB,MALE,60.0,2023-06-06 08:36:17
49895339764855292946,119414046114,3481072690.0,728812,DEBIT,2023-06-06 00:00:00+00:00,08:40:50,165.37,PAYMENT,FPX,MALE,46.0,2023-06-06 08:40:50
99530204959778736455,530374001406,2854104473.0,396509,CREDIT,2023-06-06 00:00:00+00:00,08:49:32,1100.0,CDEP,BRNCH / ATM,MALE,52.0,2023-06-06 08:49:32
37745143966560583381,193345169178,7513227576.0,449836,CREDIT,2023-06-06 00:00:00+00:00,09:03:46,1325.5,FUND TRANSFER,IB,MALE,36.0,2023-06-06 09:03:46
75889199864077828127,386386132868,5128848091.0,449836,CREDIT,2023-06-06 00:00:00+00:00,09:05:52,600.0,FUND TRANSFER,IB,MALE,69.0,2023-06-06 09:05:52
86049156426125514174,546573630371,2711720727.0,449836,DEBIT,2023-06-06 00:00:00+00:00,09:12:53,60.0,FUND TRANSFER,IB,FEMALE,60.0,2023-06-06 09:12:53
91466155079286652153,268674498118,4732103968.0,449836,CREDIT,2023-06-06 00:00:00+00:00,09:18:14,355.0,FUND TRANSFER,IB,FEMALE,46.0,2023-06-06 09:18:14
10761314222511394393,535212473978,8744047562.0,449836,DEBIT,2023-06-06 00:00:00+00:00,09:27:37,100.0,PAYMENT,IB,MALE,40.0,2023-06-06 09:27:37
879214447997708618,840526620294,2734670470.0,339201,DEBIT,2023-06-06 00:00:00+00:00,09:27:39,3000.0,FUND TRANSFER,IB,FEMALE,25.0,2023-06-06 09:27:39
44662795962484692325,268674498118,4732103968.0,631233,DEBIT,2023-06-06 00:00:00+00:00,09:34:14,13.15,SALE DEBIT,POS,FEMALE,46.0,2023-06-06 09:34:14
32759128219828957290,568575048767,5580577262.0,339201,DEBIT,2023-06-06 00:00:00+00:00,09:41:25,50.0,FUND TRANSFER,IB,FEMALE,65.0,2023-06-06 09:41:25
18389180232338054687,962553283252,3440929190.0,339201,CREDIT,2023-06-06 00:00:00+00:00,09:41:54,695.0,FUND TRANSFER,IB,FEMALE,52.0,2023-06-06 09:41:54
21609503216119752426,568575048767,5580577262.0,339201,DEBIT,2023-06-06 00:00:00+00:00,09:42:11,300.0,FUND TRANSFER,IB,FEMALE,65.0,2023-06-06 09:42:11
1194259089602505105,962553283252,3440929190.0,339201,CREDIT,2023-06-06 00:00:00+00:00,09:43:26,880.0,FUND TRANSFER,IB,FEMALE,52.0,2023-06-06 09:43:26
33289725054416199210,989491322260,4615606795.0,439678,CREDIT,2023-06-06 00:00:00+00:00,09:47:04,1150.0,IBK,IB,MALE,65.0,2023-06-06 09:47:04
77335708316606020480,507659392231,2349245979.0,339201,DEBIT,2023-06-06 00:00:00+00:00,09:49:26,175.0,FUND TRANSFER,IB,MALE,58.0,2023-06-06 09:49:26
76597893516250004940,713257450196,9795744721.0,339201,DEBIT,2023-06-06 00:00:00+00:00,09:50:00,500.0,FUND TRANSFER,IB,MALE,67.0,2023-06-06 09:50:00
38227004498743816982,591854648200,4345538790.0,449836,DEBIT,2023-06-06 00:00:00+00:00,09:52:11,1433.0,PAYMENT,IB,MALE,53.0,2023-06-06 09:52:11
1895955924948588606,962553283252,3440929190.0,449836,DEBIT,2023-06-06 00:00:00+00:00,09:57:31,695.0,PAYMENT,IB,FEMALE,52.0,2023-06-06 09:57:31
48746164211224742164,591854648200,4345538790.0,449836,DEBIT,2023-06-06 00:00:00+00:00,09:57:54,945.54,PAYMENT,IB,MALE,53.0,2023-06-06 09:57:54
68850335555563485543,455197916236,7010923933.0,449836,DEBIT,2023-06-06 00:00:00+00:00,10:01:13,150.0,FUND TRANSFER,IB,FEMALE,48.0,2023-06-06 10:01:13
6789115766241153795,292536761290,8438416622.0,449836,DEBIT,2023-06-06 00:00:00+00:00,10:02:56,8000.0,FUND TRANSFER,IB,MALE,51.0,2023-06-06 10:02:56
