trn_no|acc_no|cus_no|brn_cd|trn_type|trn_dt|trn_time|amt|trn_desc|chn|gndr|age
2549604171221737848|986899146807|9005567668|00449836|DEBIT|2023-06-25T00:00:00.000Z|163219|42|FUND TRANSFER|IB|MALE|60
2551190146368060389|847156074323|7223055588|00339201|DEBIT|2023-08-25T00:00:00.000Z|152836|100|FUND TRANSFER|IB|MALE|60
25513121934034582152|858313466609|9093271472|00339201|DEBIT|2023-08-03T00:00:00.000Z|113913|400|FUND TRANSFER|IB|FEMALE|48
25514889749556163777|178018689070|3194353352|00339201|CREDIT|2023-06-05T00:00:00.000Z|184218|400|FUND TRANSFER|IB|FEMALE|49
25518063004694386900|845059346432|7650679788|00449836|DEBIT|2023-07-16T00:00:00.000Z|173504|621|FUND TRANSFER|IB|MALE|57
25520945371262230535|918219393644|4768936283|00339201|CREDIT|2023-08-18T00:00:00.000Z|100800|90|FUND TRANSFER|IB|MALE|46
2552791161977498952|302075399531|6998723387|00339201|CREDIT|2023-08-02T00:00:00.000Z|234122|700|FUND TRANSFER|IB|FEMALE|50
25562511665971051362|545603642451|1569132284|00449836|DEBIT|2023-08-23T00:00:00.000Z|135046|20|PAYMENT|IB|MALE|36
25572686952479144042|986899146807|9005567668|00449836|DEBIT|2023-06-07T00:00:00.000Z|161426|84.5|PAYMENT|IB|MALE|60
25577816328966015374|623177710549|7832073932|00339201|DEBIT|2023-07-16T00:00:00.000Z|232541|500|FUND TRANSFER|IB|MALE|39
25579274613420869916|888242950686|6202872613|00449836|DEBIT|2023-08-12T00:00:00.000Z|63003|10|FUND TRANSFER|IB|MALE|57
25597017338579594598|568575048767|5580577262|00449836|DEBIT|2023-07-14T00:00:00.000Z|113348|100|PAYMENT|IB|FEMALE|65
25602270508820893163|302075399531|6998723387|00339201|DEBIT|2023-07-25T00:00:00.000Z|180442|500|FUND TRANSFER|IB|FEMALE|50
25606529262628019480|268624875891|4360370438|00449836|DEBIT|2023-06-14T00:00:00.000Z|74637|100|FUND TRANSFER|IB|MALE|59
25611192257772089955|546573630371|2711720727|00339201|DEBIT|2023-06-26T00:00:00.000Z|140401|455|FUND TRANSFER|IB|FEMALE|60
2563617844245286623|302075399531|6998723387|00339201|DEBIT|2023-06-17T00:00:00.000Z|221937|570|FUND TRANSFER|IB|FEMALE|50
25660241996779856102|461697795470|4349273411|00339201|DEBIT|2023-07-03T00:00:00.000Z|91539|2000|FUND TRANSFER|IB|MALE|56
25662961402003524057|847156074323|7223055588|00449836|CREDIT|2023-07-09T00:00:00.000Z|155525|500|FUND TRANSFER|IB|MALE|60
25672415986750488502|976461201839|2456185095|00339201|CREDIT|2023-08-30T00:00:00.000Z|172541|669.56|FUND TRANSFER|IB|FEMALE|46
25683564904677587308|522718116615|1115484504|00339201|CREDIT|2023-07-21T00:00:00.000Z|155108|650|FUND TRANSFER|IB|MALE|39
25687744833016901581|350294564861|1502753028|00339201|DEBIT|2023-08-17T00:00:00.000Z|212430|300|FUND TRANSFER|IB|MALE|54
25691174828953650588|193345169178|7513227576|00449836|DEBIT|2023-07-29T00:00:00.000Z|152358|2761|FUND TRANSFER|IB|MALE|36
25694547312594565361|135566817347|6911974770|00449836|DEBIT|2023-06-23T00:00:00.000Z|143054|121.4|PAYMENT|IB|FEMALE|51
25696331617071735452|962553283252|3440929190|00449836|DEBIT|2023-08-29T00:00:00.000Z|102109|265.83|PAYMENT|IB|FEMALE|52
25700929657401691656|446988148065|7080106838|00339201|DEBIT|2023-08-27T00:00:00.000Z|120159|3500|FUND TRANSFER|IB|MALE|45
25702882896150647350|522778700730|1834078429|00339201|DEBIT|2023-08-23T00:00:00.000Z|93457|209.79|FUND TRANSFER|IB|MALE|52
25706390904790879297|584302038586|5570333082|00339201|DEBIT|2023-08-04T00:00:00.000Z|194243|200|FUND TRANSFER|IB|MALE|45
257082568687268345|840526620294|2734670470|00339201|DEBIT|2023-08-23T00:00:00.000Z|123425|300|FUND TRANSFER|IB|FEMALE|25
25712332374283689023|566102207252|3755636753|00449836|DEBIT|2023-08-26T00:00:00.000Z|155616|500|FUND TRANSFER|IB|MALE|61
25716226675342952789|507659392231|2349245979|00339201|DEBIT|2023-08-11T00:00:00.000Z|114340|1100.66|FUND TRANSFER|IB|MALE|58
25749873478023545565|713257450196|9795744721|00449836|DEBIT|2023-08-08T00:00:00.000Z|174047|2634.45|PAYMENT|IB|MALE|67
2575748836883618792|507659392231|2349245979|00339201|CREDIT|2023-07-05T00:00:00.000Z|161221|10|FUND TRANSFER|IB|MALE|58
25757648951431315422|823446475077|2681440854|00449836|DEBIT|2023-07-30T00:00:00.000Z|234825|59|FUND TRANSFER|IB|FEMALE|50
2576213155319455864|302075399531|6998723387|00339201|DEBIT|2023-06-05T00:00:00.000Z|94151|50|FUND TRANSFER|IB|FEMALE|50
25764445588202720456|268624875891|4360370438|00449836|DEBIT|2023-07-26T00:00:00.000Z|101240|1900|FUND TRANSFER|IB|MALE|59
2576867042168695199|918219393644|4768936283|00449836|DEBIT|2023-08-25T00:00:00.000Z|141232|200|FUND TRANSFER|IB|MALE|46
25774089723076484855|268674498118|4732103968|00449836|CREDIT|2023-06-27T00:00:00.000Z|75412|10000|FUND TRANSFER|IB|FEMALE|46
25779155869950365433|976461201839|2456185095|00339201|CREDIT|2023-08-19T00:00:00.000Z|120918|907.5|FUND TRANSFER|IB|FEMALE|46
2578762691946876021|268674498118|4732103968|00449836|DEBIT|2023-07-20T00:00:00.000Z|81637|315|FUND TRANSFER|IB|FEMALE|46
25794147266515959900|279257640501|9747353759|00449836|DEBIT|2023-06-27T00:00:00.000Z|215951|200|FUND TRANSFER|IB|MALE|62
25797059253063862234|116582005497|9357122846|00449836|DEBIT|2023-08-23T00:00:00.000Z|105550|200|FUND TRANSFER|IB|MALE|57
2580699255889633694|268674498118|4732103968|00449836|CREDIT|2023-07-28T00:00:00.000Z|194732|81|FUND TRANSFER|IB|FEMALE|46
2580991099017369627|975681872782|8377869784|00339201|DEBIT|2023-08-27T00:00:00.000Z|154452|12|FUND TRANSFER|IB|MALE|53
25816274442027819498|455197916236|7010923933|00339201|DEBIT|2023-08-06T00:00:00.000Z|180432|5680|FUND TRANSFER|IB|FEMALE|48
25823476847140670417|350294564861|1502753028|00339201|DEBIT|2023-06-11T00:00:00.000Z|200228|650|FUND TRANSFER|IB|MALE|54
25832259187348364443|869846809051|7848429970|00449836|DEBIT|2023-06-19T00:00:00.000Z|100148|695|FUND TRANSFER|IB|MALE|58
25846719467746467427|696282610710|3911304863|00449836|DEBIT|2023-08-19T00:00:00.000Z|190149|1200|FUND TRANSFER|IB|FEMALE|49
25848898829125025342|847156074323|7223055588|00449836|DEBIT|2023-08-08T00:00:00.000Z|100328|200|FUND TRANSFER|IB|MALE|60
2585331215432709825|986899146807|9005567668|00449836|CREDIT|2023-08-15T00:00:00.000Z|165546|250|FUND TRANSFER|IB|MALE|60
25853673491463396805|869846809051|7848429970|00449836|DEBIT|2023-08-01T00:00:00.000Z|140840|1951|PAYMENT|IB|MALE|58
25854564349302321|178018689070|3194353352|00449836|DEBIT|2023-08-30T00:00:00.000Z|125902|100|PAYMENT|IB|FEMALE|49
25860464615388908272|302075399531|6998723387|00339201|CREDIT|2023-06-04T00:00:00.000Z|112159|1000|FUND TRANSFER|IB|FEMALE|50
25863027492383941674|461697795470|4349273411|00449836|CREDIT|2023-07-29T00:00:00.000Z|230708|5000|FUND TRANSFER|IB|MALE|56
25868132019695235229|292536761290|8438416622|00449836|DEBIT|2023-07-26T00:00:00.000Z|75639|2500|PAYMENT|IB|MALE|51
25883608372914267303|463122589215|9926739320|00339201|DEBIT|2023-08-31T00:00:00.000Z|184750|65|FUND TRANSFER|IB|FEMALE|53
25889858041695459262|492064485044|8420219386|00339201|DEBIT|2023-06-28T00:00:00.000Z|220218|195|FUND TRANSFER|IB|FEMALE|54
25891028417860612634|546573630371|2711720727|00449836|DEBIT|2023-08-22T00:00:00.000Z|102631|458.6|FUND TRANSFER|IB|FEMALE|60
25904062767788121308|350294564861|1502753028|00449836|CREDIT|2023-07-03T00:00:00.000Z|131055|45|FUND TRANSFER|IB|MALE|54
2591185073294992376|545603642451|1569132284|00449836|DEBIT|2023-08-27T00:00:00.000Z|203642|130|FUND TRANSFER|IB|MALE|36
25934565033288590106|463122589215|9926739320|00449836|DEBIT|2023-08-11T00:00:00.000Z|190751|161|FUND TRANSFER|IB|FEMALE|53
25934652577592986236|601025939960|3954061307|00449836|CREDIT|2023-06-08T00:00:00.000Z|140228|200|FUND TRANSFER|IB|FEMALE|43
2594313944221655930|455197916236|7010923933|00449836|DEBIT|2023-07-06T00:00:00.000Z|121408|300|FUND TRANSFER|IB|FEMALE|48
25943761558534991377|350294564861|1502753028|00449836|DEBIT|2023-08-15T00:00:00.000Z|33752|700|FUND TRANSFER|IB|MALE|54
2595867133605140678|507659392231|2349245979|00339201|DEBIT|2023-06-06T00:00:00.000Z|75023|862|FUND TRANSFER|IB|MALE|58
2596974762146653109|405120140066|1603342558|00449836|CREDIT|2023-08-23T00:00:00.000Z|163248|53.9|FUND TRANSFER|IB|FEMALE|45
25975568129953671397|784356329044|3299539245|00449836|DEBIT|2023-06-25T00:00:00.000Z|143200|111|PAYMENT|IB|FEMALE|62
25975641737801273718|350294564861|1502753028|00339201|CREDIT|2023-08-15T00:00:00.000Z|195145|45|FUND TRANSFER|IB|MALE|54
25992189269790063859|545603642451|1569132284|00449836|DEBIT|2023-07-02T00:00:00.000Z|203254|16|FUND TRANSFER|IB|MALE|36
25996897224325234197|962553283252|3440929190|00339201|CREDIT|2023-08-01T00:00:00.000Z|43835|292|FUND TRANSFER|IB|FEMALE|52
25998916109489082773|386386132868|5128848091|00449836|DEBIT|2023-07-15T00:00:00.000Z|132547|3800|FUND TRANSFER|IB|MALE|69
26006995159022716183|847156074323|7223055588|00449836|DEBIT|2023-08-02T00:00:00.000Z|102411|310|FUND TRANSFER|IB|MALE|60
26009970201788912660|847156074323|7223055588|00449836|DEBIT|2023-08-30T00:00:00.000Z|134809|800|FUND TRANSFER|IB|MALE|60
26010264637775319430|601025939960|3954061307|00449836|DEBIT|2023-07-22T00:00:00.000Z|181057|16|FUND TRANSFER|IB|FEMALE|43
26020307182053558437|513072841203|5591584008|00449836|CREDIT|2023-06-24T00:00:00.000Z|233237|50|FUND TRANSFER|IB|MALE|48
26033954448903473653|845059346432|7650679788|00449836|DEBIT|2023-06-12T00:00:00.000Z|102026|170.2|PAYMENT|IB|MALE|57
26035728964621665905|405120140066|1603342558|00449836|DEBIT|2023-07-12T00:00:00.000Z|144457|35|FUND TRANSFER|IB|FEMALE|45
26036434197755263459|914774406858|8495957670|00339201|DEBIT|2023-07-20T00:00:00.000Z|230013|100|FUND TRANSFER|IB|MALE|63
26039787987746798840|942108413560|8726143159|00339201|DEBIT|2023-06-08T00:00:00.000Z|112611|590|FUND TRANSFER|IB|FEMALE|50
26040836009210654165|616253286038|1247511662|00339201|CREDIT|2023-08-25T00:00:00.000Z|202117|920|FUND TRANSFER|IB|FEMALE|62
26041018472821612232|481297918621|8636221245|00339201|DEBIT|2023-07-27T00:00:00.000Z|224144|50|FUND TRANSFER|IB|FEMALE|60
2605322949969751392|709400571680|4071104958|00339201|CREDIT|2023-08-08T00:00:00.000Z|94633|10000|FUND TRANSFER|IB|MALE|58
26087572473873272325|546573630371|2711720727|00339201|DEBIT|2023-06-01T00:00:00.000Z|81010|2000|FUND TRANSFER|IB|FEMALE|60
2609568403209421620|986899146807|9005567668|00449836|DEBIT|2023-07-25T00:00:00.000Z|163248|100|FUND TRANSFER|IB|MALE|60
2612010577301769492|942108413560|8726143159|00339201|DEBIT|2023-07-03T00:00:00.000Z|143923|200|FUND TRANSFER|IB|FEMALE|50
26135697839595961184|119414046114|3481072690|00339201|DEBIT|2023-06-01T00:00:00.000Z|42146|1200|FUND TRANSFER|IB|MALE|46
26148693271862745853|350294564861|1502753028|00449836|CREDIT|2023-08-18T00:00:00.000Z|192218|350|FUND TRANSFER|IB|MALE|54
26149445173472197991|640599347910|7533323698|00339201|DEBIT|2023-06-03T00:00:00.000Z|163611|365|FUND TRANSFER|IB|MALE|65
26155613648594067072|616253286038|1247511662|00449836|DEBIT|2023-07-24T00:00:00.000Z|115418|2710|FUND TRANSFER|IB|FEMALE|62
26156756229985494062|268624875891|4360370438|00449836|DEBIT|2023-08-23T00:00:00.000Z|160713|100|FUND TRANSFER|IB|MALE|59
26162586294106188966|193345169178|7513227576|00449836|CREDIT|2023-06-02T00:00:00.000Z|80501|590|FUND TRANSFER|IB|MALE|36
2616355984872760133|513072841203|5591584008|00339201|CREDIT|2023-08-10T00:00:00.000Z|164731|130|FUND TRANSFER|IB|MALE|48
26173844868580799259|119414046114|3481072690|00449836|CREDIT|2023-08-07T00:00:00.000Z|202530|300|FUND TRANSFER|IB|MALE|46
26180050084312918472|492064485044|8420219386|00449836|DEBIT|2023-06-15T00:00:00.000Z|223747|1718.88|PAYMENT|IB|FEMALE|54
26189033495567438775|449213583433|4825468780|00449836|CREDIT|2023-07-29T00:00:00.000Z|161946|6000|FUND TRANSFER|IB|MALE|51
26191151102541574158|379499839620|2100902105|00449836|DEBIT|2023-08-16T00:00:00.000Z|110338|87|PAYMENT|IB|MALE|47
26198850144145200388|837151871408|8920567789|00449836|DEBIT|2023-06-09T00:00:00.000Z|91548|2900|FUND TRANSFER|IB|MALE|57
26201259918856601184|513072841203|5591584008|00339201|CREDIT|2023-08-05T00:00:00.000Z|221326|60|FUND TRANSFER|IB|MALE|48
26212255848289142761|388131142448|2071307162|00449836|DEBIT|2023-07-24T00:00:00.000Z|104017|200|FUND TRANSFER|IB|FEMALE|47
26220108583112140637|840526620294|2734670470|00449836|CREDIT|2023-06-12T00:00:00.000Z|153254|5.5|FUND TRANSFER|IB|FEMALE|25
2623328394235658786|775562414273|7194794461|00449836|DEBIT|2023-07-11T00:00:00.000Z|125132|705.46|PAYMENT|IB|MALE|40
26248335852691463864|673125233646|2631583662|00449836|DEBIT|2023-07-06T00:00:00.000Z|102955|4500|FUND TRANSFER|IB|MALE|63
26254919173310608427|481297918621|8636221245|00449836|DEBIT|2023-08-28T00:00:00.000Z|182116|351|FUND TRANSFER|IB|FEMALE|60
26256350301386368518|847156074323|7223055588|00449836|DEBIT|2023-08-10T00:00:00.000Z|134333|300|FUND TRANSFER|IB|MALE|60
26283902764766993329|775562414273|7194794461|00449836|CREDIT|2023-08-17T00:00:00.000Z|215547|2000|FUND TRANSFER|IB|MALE|40
26284684212756749441|743261936180|4407144912|00449836|CREDIT|2023-08-24T00:00:00.000Z|133754|200|FUND TRANSFER|IB|MALE|57
26286737424522656438|767702055556|7237011585|00449836|DEBIT|2023-08-22T00:00:00.000Z|95044|150|PAYMENT|IB|FEMALE|50
26287845147143727359|888242950686|6202872613|00339201|DEBIT|2023-06-14T00:00:00.000Z|222107|1000|FUND TRANSFER|IB|MALE|57
26302633961733827797|511078222839|2408137037|00339201|DEBIT|2023-07-10T00:00:00.000Z|80450|3000|FUND TRANSFER|IB|FEMALE|51
26304731235370116767|123246768948|8955113016|00449836|CREDIT|2023-08-26T00:00:00.000Z|180754|45|FUND TRANSFER|IB|FEMALE|32
26305085967128956390|522718116615|1115484504|00449836|DEBIT|2023-07-09T00:00:00.000Z|135754|450|FUND TRANSFER|IB|MALE|39
26313891548187992650|386386132868|5128848091|00449836|DEBIT|2023-07-15T00:00:00.000Z|195005|3080|FUND TRANSFER|IB|MALE|69
26320460462340192193|840526620294|2734670470|00449836|DEBIT|2023-06-05T00:00:00.000Z|110356|500|FUND TRANSFER|IB|FEMALE|25
26329223458089670355|481297918621|8636221245|00339201|DEBIT|2023-06-25T00:00:00.000Z|112435|50|FUND TRANSFER|IB|FEMALE|60
26338676457103165822|522718116615|1115484504|00339201|CREDIT|2023-07-07T00:00:00.000Z|55124|97|FUND TRANSFER|IB|MALE|39
26339819117814304119|869846809051|7848429970|00449836|DEBIT|2023-08-29T00:00:00.000Z|120910|80.01|PAYMENT|IB|MALE|58
26359677985236658405|847156074323|7223055588|00449836|DEBIT|2023-08-11T00:00:00.000Z|105909|1600|FUND TRANSFER|IB|MALE|60
26377592529400051507|292536761290|8438416622|00449836|DEBIT|2023-06-12T00:00:00.000Z|103351|415|FUND TRANSFER|IB|MALE|51
26383417278808672772|816058604656|7266623245|00449836|DEBIT|2023-07-07T00:00:00.000Z|94411|19|FUND TRANSFER|IB|MALE|54
26387463143562848244|507659392231|2349245979|00449836|DEBIT|2023-08-05T00:00:00.000Z|194326|135|FUND TRANSFER|IB|MALE|58
26397510494084203758|268674498118|4732103968|00339201|DEBIT|2023-06-04T00:00:00.000Z|140042|40|FUND TRANSFER|IB|FEMALE|46
26399470843861393785|279257640501|9747353759|00339201|DEBIT|2023-06-02T00:00:00.000Z|144643|129|FUND TRANSFER|IB|MALE|62
26400221228002610095|767702055556|7237011585|00339201|DEBIT|2023-08-02T00:00:00.000Z|33734|1000|FUND TRANSFER|IB|FEMALE|50
26407525949753611352|455197916236|7010923933|00449836|DEBIT|2023-07-31T00:00:00.000Z|155503|90|FUND TRANSFER|IB|FEMALE|48
26416626005673434484|635372797039|4771336044|00339201|DEBIT|2023-07-13T00:00:00.000Z|183849|125|FUND TRANSFER|IB|FEMALE|51
26417365124370452320|616253286038|1247511662|00339201|DEBIT|2023-06-17T00:00:00.000Z|123938|10|FUND TRANSFER|IB|FEMALE|62
26422582574854754050|284349271485|2652412836|00449836|DEBIT|2023-06-17T00:00:00.000Z|125348|18|FUND TRANSFER|IB|MALE|52
26425458441249777080|975681872782|8377869784|00449836|DEBIT|2023-06-03T00:00:00.000Z|143433|260|FUND TRANSFER|IB|MALE|53
26450084344063779555|767702055556|7237011585|00449836|CREDIT|2023-07-04T00:00:00.000Z|174415|1300|FUND TRANSFER|IB|FEMALE|50
26453909075597813007|522778700730|1834078429|00449836|DEBIT|2023-07-16T00:00:00.000Z|144047|18|FUND TRANSFER|IB|MALE|52
26456739619370089634|434652538750|9682861216|00339201|CREDIT|2023-08-11T00:00:00.000Z|80215|150|FUND TRANSFER|IB|FEMALE|58
26493892917723546490|522718116615|1115484504|00339201|DEBIT|2023-07-07T00:00:00.000Z|54824|45|FUND TRANSFER|IB|MALE|39
26498890507419751026|687604407571|5962909511|00449836|DEBIT|2023-08-09T00:00:00.000Z|225926|3500|FUND TRANSFER|IB|MALE|55
26500570693331556038|841248765885|1614989927|00449836|DEBIT|2023-07-05T00:00:00.000Z|161709|1500|PAYMENT|IB|MALE|45
26502438389822897080|507659392231|2349245979|00339201|DEBIT|2023-08-15T00:00:00.000Z|182523|724|FUND TRANSFER|IB|MALE|58
2650873091550794439|962553283252|3440929190|00339201|CREDIT|2023-08-08T00:00:00.000Z|93036|2500|FUND TRANSFER|IB|FEMALE|52
2650903479620252706|268674498118|4732103968|00339201|DEBIT|2023-08-10T00:00:00.000Z|104143|72|FUND TRANSFER|IB|FEMALE|46
2650999465052604335|135566817347|6911974770|00339201|CREDIT|2023-06-11T00:00:00.000Z|202703|1351|FUND TRANSFER|IB|FEMALE|51
26510124173836219502|183264629830|9919501476|00339201|DEBIT|2023-08-02T00:00:00.000Z|155744|15.72|FUND TRANSFER|IB|MALE|53
26516188553036792176|302075399531|6998723387|00339201|DEBIT|2023-08-08T00:00:00.000Z|133208|22|FUND TRANSFER|IB|FEMALE|50
26521763421932286795|446988148065|7080106838|00449836|DEBIT|2023-06-07T00:00:00.000Z|145939|3700|PAYMENT|IB|MALE|45
26527547855666929085|841248765885|1614989927|00449836|DEBIT|2023-06-07T00:00:00.000Z|101518|4.8|FUND TRANSFER|IB|MALE|45
26533673882024594731|302549400078|7304841028|00449836|DEBIT|2023-06-13T00:00:00.000Z|151926|50|FUND TRANSFER|IB|MALE|48
26563311738786234202|453766225562|7550198501|00449836|DEBIT|2023-07-25T00:00:00.000Z|222831|210|FUND TRANSFER|IB|MALE|54
2656431922549149519|388131142448|2071307162|00449836|DEBIT|2023-07-27T00:00:00.000Z|135912|64.95|PAYMENT|IB|FEMALE|47
2656741648635308594|840526620294|2734670470|00449836|CREDIT|2023-08-24T00:00:00.000Z|175018|6.25|FUND TRANSFER|IB|FEMALE|25
26589597897982375316|962553283252|3440929190|00339201|CREDIT|2023-08-18T00:00:00.000Z|114538|1380|FUND TRANSFER|IB|FEMALE|52
26594013416352382955|522778700730|1834078429|00339201|DEBIT|2023-06-19T00:00:00.000Z|73945|58.3|FUND TRANSFER|IB|MALE|52
265982180553098384|601025939960|3954061307|00449836|DEBIT|2023-08-30T00:00:00.000Z|94047|60|FUND TRANSFER|IB|FEMALE|43
26608677711761010513|321747212252|2967400153|00449836|DEBIT|2023-06-02T00:00:00.000Z|52003|1102|PAYMENT|IB|MALE|60
2661115586478297026|623177710549|7832073932|00339201|DEBIT|2023-06-15T00:00:00.000Z|172805|10000|FUND TRANSFER|IB|MALE|39
26619172723700039831|135566817347|6911974770|00449836|DEBIT|2023-06-26T00:00:00.000Z|131805|215.9|FUND TRANSFER|IB|FEMALE|51
26625824041693228418|975681872782|8377869784|00339201|DEBIT|2023-06-30T00:00:00.000Z|80036|100|FUND TRANSFER|IB|MALE|53
26648720773262518969|918219393644|4768936283|00339201|DEBIT|2023-08-26T00:00:00.000Z|201021|200|FUND TRANSFER|IB|MALE|46
26651867561750135026|975681872782|8377869784|00449836|CREDIT|2023-07-25T00:00:00.000Z|191818|166.45|FUND TRANSFER|IB|MALE|53
26678479998568938181|522718116615|1115484504|00339201|CREDIT|2023-07-23T00:00:00.000Z|54144|800|FUND TRANSFER|IB|MALE|39
26689251117590129603|673125233646|2631583662|00339201|DEBIT|2023-06-04T00:00:00.000Z|201947|458|FUND TRANSFER|IB|MALE|63
26697976955585455230|975681872782|8377869784|00339201|DEBIT|2023-08-13T00:00:00.000Z|155837|260|FUND TRANSFER|IB|MALE|53
26700071303344569363|893984870415|3919077928|00339201|CREDIT|2023-08-26T00:00:00.000Z|131943|150|FUND TRANSFER|IB|MALE|53
2670963057809454443|292536761290|8438416622|00339201|DEBIT|2023-07-17T00:00:00.000Z|124537|500|FUND TRANSFER|IB|MALE|51
26714839801645402186|841248765885|1614989927|00339201|DEBIT|2023-07-30T00:00:00.000Z|133342|52.9|FUND TRANSFER|IB|MALE|45
26718359682737110562|840526620294|2734670470|00449836|CREDIT|2023-07-01T00:00:00.000Z|93344|22.35|FUND TRANSFER|IB|FEMALE|25
2673074293312510807|135566817347|6911974770|00449836|DEBIT|2023-08-25T00:00:00.000Z|103323|145|FUND TRANSFER|IB|FEMALE|51
26734501791518497712|481297918621|8636221245|00449836|DEBIT|2023-06-25T00:00:00.000Z|111629|200|FUND TRANSFER|IB|FEMALE|60
26739916066832299151|639200231916|5477187939|00339201|DEBIT|2023-06-06T00:00:00.000Z|145137|1500|FUND TRANSFER|IB|FEMALE|48
26755123687417264915|522778700730|1834078429|00449836|DEBIT|2023-07-23T00:00:00.000Z|165238|300|FUND TRANSFER|IB|MALE|52
26765621648658932795|511078222839|2408137037|00339201|DEBIT|2023-07-19T00:00:00.000Z|110547|500|FUND TRANSFER|IB|FEMALE|51
26767104716579803989|696282610710|3911304863|00449836|CREDIT|2023-08-03T00:00:00.000Z|135340|3000|FUND TRANSFER|IB|FEMALE|49
2677023274702159336|743261936180|4407144912|00449836|DEBIT|2023-07-10T00:00:00.000Z|151330|500|FUND TRANSFER|IB|MALE|57
26781094213307279017|302075399531|6998723387|00339201|CREDIT|2023-06-04T00:00:00.000Z|135043|1500|FUND TRANSFER|IB|FEMALE|50
26785269936735774651|268674498118|4732103968|00339201|DEBIT|2023-07-20T00:00:00.000Z|85355|100|FUND TRANSFER|IB|FEMALE|46
26813312567136474641|302075399531|6998723387|00339201|CREDIT|2023-07-27T00:00:00.000Z|222523|503|FUND TRANSFER|IB|FEMALE|50
26816434212738795805|193345169178|7513227576|00339201|DEBIT|2023-07-18T00:00:00.000Z|194036|2305|FUND TRANSFER|IB|MALE|36
26831489051487075565|321747212252|2967400153|00449836|DEBIT|2023-06-08T00:00:00.000Z|115151|893|FUND TRANSFER|IB|MALE|60
26839005765737654632|196952408979|9768227062|00339201|DEBIT|2023-08-19T00:00:00.000Z|221516|1000|FUND TRANSFER|IB|MALE|47
26839330281814822290|847156074323|7223055588|00449836|DEBIT|2023-07-24T00:00:00.000Z|133002|260|FUND TRANSFER|IB|MALE|60
26840143782392153624|695805725787|4113495417|00339201|DEBIT|2023-06-21T00:00:00.000Z|111800|25|FUND TRANSFER|IB|MALE|43
26842560539207868102|284349271485|2652412836|00449836|DEBIT|2023-07-27T00:00:00.000Z|114314|150|FUND TRANSFER|IB|MALE|52
26842692177801682157|350294564861|1502753028|00449836|CREDIT|2023-06-14T00:00:00.000Z|212306|225|FUND TRANSFER|IB|MALE|54
26847175855871705377|260774977738|8381517036|00449836|CREDIT|2023-06-18T00:00:00.000Z|194142|400|FUND TRANSFER|IB|MALE|59
2685835905967592219|193345169178|7513227576|00339201|DEBIT|2023-06-17T00:00:00.000Z|130740|80|FUND TRANSFER|IB|MALE|36
26860743983671469260|302075399531|6998723387|00339201|CREDIT|2023-08-27T00:00:00.000Z|142714|784.3|FUND TRANSFER|IB|FEMALE|50
2686355868059127807|535212473978|8744047562|00449836|DEBIT|2023-06-09T00:00:00.000Z|130345|500|FUND TRANSFER|IB|MALE|40
26872890362797869968|601025939960|3954061307|00339201|DEBIT|2023-06-02T00:00:00.000Z|142313|500|FUND TRANSFER|IB|FEMALE|43
26877091697011032324|351673304609|5400873305|00449836|DEBIT|2023-08-07T00:00:00.000Z|105219|50|FUND TRANSFER|IB|MALE|52
26883005191791978566|481297918621|8636221245|00449836|DEBIT|2023-08-29T00:00:00.000Z|103720|12|PAYMENT|IB|FEMALE|60
26887277848380111356|841248765885|1614989927|00339201|DEBIT|2023-07-27T00:00:00.000Z|215446|248.4|FUND TRANSFER|IB|MALE|45
26890535926841767128|545603642451|1569132284|00339201|DEBIT|2023-08-03T00:00:00.000Z|82216|700|FUND TRANSFER|IB|MALE|36
26892493662503127611|302075399531|6998723387|00339201|CREDIT|2023-08-07T00:00:00.000Z|221302|1500|FUND TRANSFER|IB|FEMALE|50
26897402893559059171|687604407571|5962909511|00449836|DEBIT|2023-06-08T00:00:00.000Z|103937|383|FUND TRANSFER|IB|MALE|55
26899341333578444770|116582005497|9357122846|00449836|DEBIT|2023-07-06T00:00:00.000Z|212903|826|FUND TRANSFER|IB|MALE|57
2690509414697163173|986899146807|9005567668|00449836|DEBIT|2023-06-25T00:00:00.000Z|163129|600|FUND TRANSFER|IB|MALE|60
26909039485606818481|485876414710|2742357842|00449836|CREDIT|2023-06-09T00:00:00.000Z|85735|549.2|FUND TRANSFER|IB|MALE|53
26911565218693884812|535212473978|8744047562|00339201|DEBIT|2023-06-02T00:00:00.000Z|101707|17.2|FUND TRANSFER|IB|MALE|40
26915103969333922777|405120140066|1603342558|00339201|DEBIT|2023-07-29T00:00:00.000Z|120710|90|FUND TRANSFER|IB|FEMALE|45
26916789065220369475|584302038586|5570333082|00449836|DEBIT|2023-06-13T00:00:00.000Z|202409|7180.64|PAYMENT|IB|MALE|45
26917466346576528566|260774977738|8381517036|00449836|DEBIT|2023-06-06T00:00:00.000Z|62907|150|FUND TRANSFER|IB|MALE|59
26925003827646142991|485876414710|2742357842|00339201|CREDIT|2023-06-25T00:00:00.000Z|130040|1695.78|FUND TRANSFER|IB|MALE|53
26926200508012972520|695805725787|4113495417|00449836|CREDIT|2023-07-31T00:00:00.000Z|170602|2200|FUND TRANSFER|IB|MALE|43
26926928052556662568|771749419019|1027661837|00339201|DEBIT|2023-08-31T00:00:00.000Z|183915|700|FUND TRANSFER|IB|FEMALE|68
